Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2018,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,0.0701860809627422
2018,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.05876581614205885
2018,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.00910847032256931
2018,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,
2018,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03463068158174829
2018,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.09390509251339223
2018,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,
2018,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.13639587538872824
2018,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2018,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.011558972490570191
2018,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.02048249925329038
2018,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,
2018,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.036063994170579
2018,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.0055483067954736915
2018,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.027602826307481617
2018,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.04258325465526058
2018,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.0001387076698868423
2018,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.07587309542810272
2018,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.004161230096605268
2018,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.016090089706873704
2018,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.08179128934327468
2018,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,9.247177992456151e-05
2018,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.1021350809266782
2018,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.003421455857208776
2018,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.021037329932837745
2018,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.1268712820564984
2018,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,0.0005548306795473692
2018,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.1518848985260923
2018,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.012899813299476332
2018,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.04286066999503426
2018,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.23769871029608539
2018,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.01160520838053247
2018,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.30506440197112844
2018,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.026308221388537754
2018,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09515346154237381
2018,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.1343614962303879
2018,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.01632126915668511
2018,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.27214444831798457
2018,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.02972967724574653
2018,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.058349693132398316
2018,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23261276240023449
2018,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.0042999377664921104
2018,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.32499207054487145
2018,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.01211380317011756
2018,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.020898622262950906
2018,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.0810052792139159
2018,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0007860101293587729
2018,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.11480371477634313
2018,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.10398451652516942
2018,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.32818234695226883
2018,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,1.0513116659623398
2018,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.03592528650069215
2018,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.5194038159404704
2018,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0006473024594719307
2018,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.015812674367100023
2018,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.019881432683780727
2018,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,
2018,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.036341409510352675
2018,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.008368696083172818
2018,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05206161209752813
2018,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.06269586678885271
2018,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0019881432683780727
2018,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.12511431823793173
2018,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0007860101293587729
2018,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.008045044853436852
2018,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.02422760634023512
2018,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
2018,Performing research and development,Northern Ireland,,Total,,,,Percentage (%),Undefined,Units,N92000002,0.033058661323030744
2017,Funding research and development,,,Business enterprise,Own funds,,,Percentage (%),Undefined,Units,,0.860055259800169
2017,Funding research and development,,,Business enterprise,,,,Percentage (%),Undefined,Units,,0.907569175456417
2017,Performing research and development,England,,Business enterprise,,,,Percentage (%),Undefined,Units,E92000001,1.04195735977934
